CustomerID,Cluster,BehaviorSegment,TotalMRR,TotalSeats,TotalLogins,AvgActiveUsers,TotalAPICalls,TotalSessionMinutes,TicketCount,AvgResolutionHours,TenureYears,RetentionRecommendation
C1156,3,Support-Heavy At-Risk Customers,2218.52,7.0,85.0,4.6,12133.0,2974.4,2.0,5.85,2.5270362765229293,"Prioritize support resolution, proactive outreach and issue-resolution follow-up."
C1157,2,Growing Active Customers,230.84,3.0,76.0,3.5454545454545454,15644.0,2611.0,6.0,38.083333333333336,2.5845311430527036,Encourage feature adoption and plan expansion while engagement is strong.
C1158,0,High-Value Highly Engaged,84.28,10.0,201.0,4.409090909090909,21070.0,5085.2,3.0,46.0,3.515400410677618,"Use proactive account management, loyalty benefits and expansion opportunities."
C1159,2,Growing Active Customers,80.36,9.0,50.0,6.5,5396.0,952.8,6.0,50.54999999999999,2.0616016427104724,Encourage feature adoption and plan expansion while engagement is strong.
C1160,2,Growing Active Customers,68.6,6.0,10.0,4.0,597.0,228.8,4.0,45.15,1.787816563997262,Encourage feature adoption and plan expansion while engagement is strong.
C1161,2,Growing Active Customers,246.76,4.0,22.0,1.125,21178.0,2260.1,3.0,30.833333333333332,2.3545516769336072,Encourage feature adoption and plan expansion while engagement is strong.
C1162,3,Support-Heavy At-Risk Customers,2098.6,6.0,26.0,3.5,1159.0,551.1999999999999,3.0,24.2,2.0451745379876796,"Prioritize support resolution, proactive outreach and issue-resolution follow-up."
C1163,1,Low-Engagement New Customers,278.6,6.0,89.0,2.8125,24521.0,3983.4,3.0,27.666666666666668,3.060917180013689,"Provide onboarding assistance, product education and early engagement campaigns."
C1164,1,Low-Engagement New Customers,80.36,9.0,255.0,9.266666666666667,27508.0,3747.0,3.0,30.333333333333332,2.97056810403833,"Provide onboarding assistance, product education and early engagement campaigns."
C1165,2,Growing Active Customers,72.52,7.0,153.0,9.3,13464.0,2518.4,5.0,49.480000000000004,2.537987679671458,Encourage feature adoption and plan expansion while engagement is strong.
C1166,3,Support-Heavy At-Risk Customers,2338.44,8.0,31.0,4.2,7565.0,1049.7,3.0,35.03333333333333,2.0698151950718686,"Prioritize support resolution, proactive outreach and issue-resolution follow-up."
C1167,0,High-Value Highly Engaged,278.6,6.0,66.0,1.2380952380952381,26818.0,4928.8,4.0,19.85,3.436002737850787,"Use proactive account management, loyalty benefits and expansion opportunities."
C1168,1,Low-Engagement New Customers,56.84,3.0,318.0,10.933333333333334,12269.0,3954.2,2.0,7.55,2.9048596851471595,"Provide onboarding assistance, product education and early engagement campaigns."
C1169,2,Growing Active Customers,658.68,5.0,16.0,1.75,8651.0,1094.9,3.0,21.96666666666667,2.0643394934976045,Encourage feature adoption and plan expansion while engagement is strong.
C1170,2,Growing Active Customers,76.44,8.0,74.0,7.666666666666667,5555.0,912.7,2.0,50.4,2.7433264887063653,Encourage feature adoption and plan expansion while engagement is strong.
C1171,1,Low-Engagement New Customers,294.52,8.0,270.0,9.642857142857142,20380.0,3424.1,0.0,34.905,2.891170431211499,"Provide onboarding assistance, product education and early engagement campaigns."
C1172,2,Growing Active Customers,818.36,9.0,23.0,5.0,2296.0,209.9,0.0,34.905,1.8781656399726214,Encourage feature adoption and plan expansion while engagement is strong.
C1173,2,Growing Active Customers,76.44,8.0,35.0,5.0,6443.0,571.4,1.0,23.1,2.0588637919233403,Encourage feature adoption and plan expansion while engagement is strong.
C1174,2,Growing Active Customers,230.84,3.0,63.0,5.6,7341.0,935.7,6.0,32.725,2.0725530458590007,Encourage feature adoption and plan expansion while engagement is strong.
C1175,1,Low-Engagement New Customers,56.84,3.0,103.0,2.35,22317.0,4691.6,7.0,41.521428571428565,3.3210130047912387,"Provide onboarding assistance, product education and early engagement campaigns."
C1176,2,Growing Active Customers,72.52,7.0,60.0,5.8,1509.0,798.1,5.0,23.860000000000003,2.080766598220397,Encourage feature adoption and plan expansion while engagement is strong.
C1177,1,Low-Engagement New Customers,72.52,7.0,245.0,11.142857142857142,17908.0,4081.4,5.0,26.28,2.86652977412731,"Provide onboarding assistance, product education and early engagement campaigns."
C1178,1,Low-Engagement New Customers,326.36,9.0,360.0,10.789473684210526,24438.0,4765.1,2.0,25.200000000000003,3.238877481177276,"Provide onboarding assistance, product education and early engagement campaigns."
C1179,2,Growing Active Customers,60.76,4.0,30.0,2.0,5745.0,1048.6,3.0,23.666666666666668,3.1184120465434635,Encourage feature adoption and plan expansion while engagement is strong.
C1180,2,Growing Active Customers,68.6,6.0,142.0,8.545454545454545,8996.0,1991.9,1.0,79.8,3.1156741957563314,Encourage feature adoption and plan expansion while engagement is strong.
C1181,2,Growing Active Customers,230.84,3.0,65.0,8.5,2741.0,725.8,2.0,23.299999999999997,1.9904175222450375,Encourage feature adoption and plan expansion while engagement is strong.
C1182,3,Support-Heavy At-Risk Customers,1978.68,5.0,37.0,0.875,14175.0,2507.7,4.0,42.075,3.0116358658453115,"Prioritize support resolution, proactive outreach and issue-resolution follow-up."
C1183,2,Growing Active Customers,402.8,17.0,52.0,2.888888888888889,10636.0,1341.9,3.0,34.6,2.4777549623545516,Encourage feature adoption and plan expansion while engagement is strong.
C1184,1,Low-Engagement New Customers,818.36,9.0,192.0,4.714285714285714,21884.0,5316.95,2.0,15.549999999999999,3.4469541409993156,"Provide onboarding assistance, product education and early engagement campaigns."
C1185,2,Growing Active Customers,294.52,7.0,53.0,5.4,6286.0,1016.2,3.0,10.133333333333333,2.088980150581793,Encourage feature adoption and plan expansion while engagement is strong.
C1186,1,Low-Engagement New Customers,738.52,7.0,104.0,3.933333333333333,22089.0,3798.4,3.0,14.299999999999999,2.973305954825462,"Provide onboarding assistance, product education and early engagement campaigns."
C1187,1,Low-Engagement New Customers,578.84,3.0,209.0,12.2,18117.0,2975.9,2.0,34.4,2.516084873374401,"Provide onboarding assistance, product education and early engagement campaigns."
C1188,1,Low-Engagement New Customers,778.44,8.0,389.0,13.61111111111111,35150.0,4808.3,4.0,41.275,3.1813826146475015,"Provide onboarding assistance, product education and early engagement campaigns."
C1189,2,Growing Active Customers,310.44,8.0,19.0,1.8,8596.0,604.3,1.0,59.0,2.080766598220397,Encourage feature adoption and plan expansion while engagement is strong.
C1190,1,Low-Engagement New Customers,342.28,10.0,53.0,0.782608695652174,24468.0,5894.7,1.0,4.1,3.6112251882272415,"Provide onboarding assistance, product education and early engagement campaigns."
C1191,1,Low-Engagement New Customers,68.6,6.0,246.0,10.076923076923077,13042.0,3241.4,2.0,23.549999999999997,2.735112936344969,"Provide onboarding assistance, product education and early engagement campaigns."
C1192,1,Low-Engagement New Customers,84.28,10.0,62.0,1.7777777777777777,22798.0,4445.2,4.0,31.95,3.2251882272416155,"Provide onboarding assistance, product education and early engagement campaigns."
C1193,2,Growing Active Customers,278.6,6.0,18.0,2.0,5062.0,1498.6,2.0,16.55,2.1464750171115674,Encourage feature adoption and plan expansion while engagement is strong.
C1194,3,Support-Heavy At-Risk Customers,3957.3599999999997,10.0,105.0,6.2,7975.0,1555.5,5.0,39.46,2.518822724161533,"Prioritize support resolution, proactive outreach and issue-resolution follow-up."
C1195,1,Low-Engagement New Customers,2578.28,10.0,224.0,6.0,20385.0,4668.9,5.0,31.52,3.3976728268309375,"Provide onboarding assistance, product education and early engagement campaigns."
C1196,2,Growing Active Customers,99.96,14.0,6.0,0.5,3590.0,589.8,3.0,15.799999999999999,3.5290896646132786,Encourage feature adoption and plan expansion while engagement is strong.
C1197,2,Growing Active Customers,88.2,11.0,86.0,5.444444444444445,19714.0,2455.6,6.0,38.38333333333333,2.409308692676249,Encourage feature adoption and plan expansion while engagement is strong.
C1198,1,Low-Engagement New Customers,2218.52,7.0,377.0,8.523809523809524,28182.0,5368.0,6.0,27.03333333333333,3.4168377823408624,"Provide onboarding assistance, product education and early engagement campaigns."
C1199,2,Growing Active Customers,278.6,6.0,12.0,1.0,7005.0,1241.4,1.0,59.4,2.138261464750171,Encourage feature adoption and plan expansion while engagement is strong.
C1200,2,Growing Active Customers,60.76,4.0,21.0,3.5,927.0,447.9,3.0,55.199999999999996,1.8726899383983573,Encourage feature adoption and plan expansion while engagement is strong.
C1201,3,Support-Heavy At-Risk Customers,1858.76,4.0,20.0,9.0,185.0,337.2,4.0,49.85,1.7987679671457906,"Prioritize support resolution, proactive outreach and issue-resolution follow-up."
C1202,2,Growing Active Customers,1112.88,16.0,18.0,6.0,1956.0,335.6,1.0,41.6,1.8015058179329226,Encourage feature adoption and plan expansion while engagement is strong.
C1203,2,Growing Active Customers,858.28,10.0,36.0,7.333333333333333,8114.0,821.0,2.0,32.05,1.919233401779603,Encourage feature adoption and plan expansion while engagement is strong.
C1204,1,Low-Engagement New Customers,2338.44,8.0,333.0,8.782608695652174,23455.0,6215.1,3.0,62.76666666666667,3.597535934291581,"Provide onboarding assistance, product education and early engagement campaigns."
C1205,2,Growing Active Customers,778.44,8.0,87.0,3.9166666666666665,9564.0,2022.0,1.0,27.3,2.858316221765914,Encourage feature adoption and plan expansion while engagement is strong.
C1206,1,Low-Engagement New Customers,738.52,7.0,349.0,9.476190476190476,30924.0,5245.900000000001,9.0,34.63333333333333,3.4086242299794662,"Provide onboarding assistance, product education and early engagement campaigns."
C1207,1,Low-Engagement New Customers,310.44,8.0,373.0,8.857142857142858,29308.0,5186.3,3.0,46.333333333333336,3.4414784394250515,"Provide onboarding assistance, product education and early engagement campaigns."
C1208,2,Growing Active Customers,60.76,4.0,21.0,1.0,10291.0,1918.8,2.0,25.3,2.9815195071868583,Encourage feature adoption and plan expansion while engagement is strong.
C1209,2,Growing Active Customers,658.68,5.0,30.0,2.5,6854.0,1348.6,1.0,12.3,3.077344284736482,Encourage feature adoption and plan expansion while engagement is strong.
C1210,2,Growing Active Customers,56.84,3.0,36.0,2.25,5247.0,972.7,3.0,17.366666666666667,2.7405886379192332,Encourage feature adoption and plan expansion while engagement is strong.
C1211,2,Growing Active Customers,294.52,7.0,52.0,8.333333333333334,3102.0,1011.4,1.0,57.9,1.949349760438056,Encourage feature adoption and plan expansion while engagement is strong.
C1212,1,Low-Engagement New Customers,538.92,2.0,185.0,5.578947368421052,21498.0,4957.6,4.0,32.825,3.247091033538672,"Provide onboarding assistance, product education and early engagement campaigns."
C1213,2,Growing Active Customers,214.92,2.0,17.0,6.5,826.0,435.3,1.0,44.3,1.8234086242299794,Encourage feature adoption and plan expansion while engagement is strong.
C1214,2,Growing Active Customers,405.96,14.0,31.0,9.5,4733.0,505.5,6.0,33.93333333333333,1.8535249828884326,Encourage feature adoption and plan expansion while engagement is strong.
C1215,2,Growing Active Customers,60.76,4.0,18.0,1.2,4925.0,1392.0,5.0,32.04,2.0752908966461328,Encourage feature adoption and plan expansion while engagement is strong.
C1216,1,Low-Engagement New Customers,76.44,8.0,93.0,2.823529411764706,20645.0,4497.7,3.0,40.9,3.0855578370978782,"Provide onboarding assistance, product education and early engagement campaigns."
C1217,3,Support-Heavy At-Risk Customers,1858.76,4.0,159.0,7.916666666666667,10986.0,2178.9,5.0,34.739999999999995,3.5564681724845997,"Prioritize support resolution, proactive outreach and issue-resolution follow-up."
C1218,2,Growing Active Customers,84.28,10.0,0.0,0.0,0.0,0.0,5.0,45.62,1.68104038329911,Encourage feature adoption and plan expansion while engagement is strong.
C1219,1,Low-Engagement New Customers,160.72,18.0,147.0,4.0,24237.0,4528.6,2.0,62.05,3.5564681724845997,"Provide onboarding assistance, product education and early engagement campaigns."
C1220,1,Low-Engagement New Customers,658.68,5.0,261.0,6.478260869565218,32557.0,5894.0,5.0,54.339999999999996,3.572895277207392,"Provide onboarding assistance, product education and early engagement campaigns."
C1221,2,Growing Active Customers,80.36,9.0,108.0,3.5,15668.0,1797.4,3.0,26.233333333333334,3.351129363449692,Encourage feature adoption and plan expansion while engagement is strong.
C1222,2,Growing Active Customers,818.36,9.0,53.0,8.75,2364.0,1013.3,4.0,51.9,2.0314852840520192,Encourage feature adoption and plan expansion while engagement is strong.
C1223,2,Growing Active Customers,278.6,6.0,99.0,12.2,5520.0,1334.6999999999998,2.0,4.1,2.132785763175907,Encourage feature adoption and plan expansion while engagement is strong.
C1224,2,Growing Active Customers,898.2,11.0,44.0,1.9090909090909092,11157.0,2557.0,0.0,34.905,2.6091718001368926,Encourage feature adoption and plan expansion while engagement is strong.
C1225,1,Low-Engagement New Customers,129.36,10.0,171.0,6.117647058823529,23197.0,3609.7,4.0,39.7,3.1156741957563314,"Provide onboarding assistance, product education and early engagement campaigns."
C1226,1,Low-Engagement New Customers,246.76,4.0,159.0,4.7,31828.0,4647.5,1.0,10.9,3.3949349760438055,"Provide onboarding assistance, product education and early engagement campaigns."
C1227,2,Growing Active Customers,698.6,6.0,32.0,4.0,5699.0,784.0,2.0,14.25,2.4175222450376452,Encourage feature adoption and plan expansion while engagement is strong.
C1228,2,Growing Active Customers,230.84,3.0,16.0,0.45454545454545453,6394.0,1897.8,3.0,28.666666666666668,2.7980835044490076,Encourage feature adoption and plan expansion while engagement is strong.
C1229,2,Growing Active Customers,72.52,7.0,82.0,4.454545454545454,18424.0,2733.5,2.0,42.0,2.5872689938398357,Encourage feature adoption and plan expansion while engagement is strong.
C1230,2,Growing Active Customers,1009.04,14.0,87.0,2.588235294117647,15356.0,2902.1,3.0,21.233333333333334,3.1731690622861053,Encourage feature adoption and plan expansion while engagement is strong.
C1231,1,Low-Engagement New Customers,246.76,4.0,200.0,8.0,10884.0,3253.0,2.0,27.2,2.7953456536618755,"Provide onboarding assistance, product education and early engagement campaigns."
C1232,0,High-Value Highly Engaged,738.52,7.0,36.0,7.0,4919.0,1080.1,2.0,64.4,1.946611909650924,"Use proactive account management, loyalty benefits and expansion opportunities."
C1233,2,Growing Active Customers,578.84,3.0,67.0,6.6,3449.0,1336.2,6.0,18.466666666666665,2.105407255304586,Encourage feature adoption and plan expansion while engagement is strong.
C1234,1,Low-Engagement New Customers,68.6,6.0,437.0,12.7,31970.0,5174.0,4.0,38.875,3.3648186173853527,"Provide onboarding assistance, product education and early engagement campaigns."
C1235,2,Growing Active Customers,68.6,6.0,23.0,1.2857142857142858,6153.0,1659.6,4.0,39.0625,2.305270362765229,Encourage feature adoption and plan expansion while engagement is strong.
C1236,2,Growing Active Customers,72.52,7.0,33.0,4.2,1702.0,653.5,8.0,39.475,3.5318275154004106,Encourage feature adoption and plan expansion while engagement is strong.
C1237,2,Growing Active Customers,358.2,11.0,147.0,11.5,4833.0,1407.9,3.0,29.0,2.1820670773442847,Encourage feature adoption and plan expansion while engagement is strong.
C1238,1,Low-Engagement New Customers,88.2,11.0,138.0,3.7,15363.0,3540.7,2.0,64.1,3.3429158110882957,"Provide onboarding assistance, product education and early engagement campaigns."
C1239,3,Support-Heavy At-Risk Customers,1738.84,3.0,39.0,4.0,3607.0,753.3,5.0,34.019999999999996,3.323750855578371,"Prioritize support resolution, proactive outreach and issue-resolution follow-up."
C1240,2,Growing Active Customers,64.68,5.0,0.0,0.0,0.0,0.0,2.0,48.05,1.700205338809035,Encourage feature adoption and plan expansion while engagement is strong.
C1241,3,Support-Heavy At-Risk Customers,2098.6,6.0,201.0,6.9411764705882355,19031.0,2877.0,1.0,47.0,3.2251882272416155,"Prioritize support resolution, proactive outreach and issue-resolution follow-up."
C1242,3,Support-Heavy At-Risk Customers,2648.88,16.0,7.0,1.5,2842.0,584.8,3.0,18.400000000000002,1.8672142368240932,"Prioritize support resolution, proactive outreach and issue-resolution follow-up."
C1243,1,Low-Engagement New Customers,64.68,5.0,247.0,11.23076923076923,5532.0,3747.0,2.0,43.4,2.811772758384668,"Provide onboarding assistance, product education and early engagement campaigns."
C1244,2,Growing Active Customers,72.52,7.0,10.0,3.0,3173.0,382.8,2.0,30.8,1.8453114305270362,Encourage feature adoption and plan expansion while engagement is strong.
C1245,2,Growing Active Customers,84.28,10.0,8.0,6.0,515.0,135.0,7.0,33.42857142857143,1.7960301163586585,Encourage feature adoption and plan expansion while engagement is strong.
C1246,1,Low-Engagement New Customers,618.76,4.0,212.0,13.636363636363637,14175.0,2650.9,2.0,45.400000000000006,2.614647501711157,"Provide onboarding assistance, product education and early engagement campaigns."
C1247,2,Growing Active Customers,738.52,7.0,52.0,6.4,6475.0,1606.8,5.0,40.22,2.088980150581793,Encourage feature adoption and plan expansion while engagement is strong.
C1248,2,Growing Active Customers,738.52,7.0,118.0,8.666666666666666,4751.0,2053.2,2.0,30.099999999999998,2.43668720054757,Encourage feature adoption and plan expansion while engagement is strong.
C1249,1,Low-Engagement New Customers,698.6,6.0,287.0,7.0476190476190474,28405.0,5274.0,4.0,35.65,3.455167693360712,"Provide onboarding assistance, product education and early engagement campaigns."
C1250,3,Support-Heavy At-Risk Customers,1978.68,5.0,149.0,6.166666666666667,15122.0,3044.2,5.0,37.32000000000001,2.6803559206023273,"Prioritize support resolution, proactive outreach and issue-resolution follow-up."
C1251,1,Low-Engagement New Customers,818.36,9.0,173.0,4.636363636363637,21096.0,5475.3,3.0,42.56666666666666,3.5208761122518824,"Provide onboarding assistance, product education and early engagement campaigns."
C1252,3,Support-Heavy At-Risk Customers,2098.6,6.0,125.0,3.2222222222222223,11778.0,2571.1,3.0,43.06666666666666,3.1786447638603694,"Prioritize support resolution, proactive outreach and issue-resolution follow-up."
C1253,2,Growing Active Customers,156.8,17.0,42.0,3.0,5143.0,1055.7,8.0,32.85,2.316221765913758,Encourage feature adoption and plan expansion while engagement is strong.
C1254,1,Low-Engagement New Customers,310.44,8.0,164.0,4.238095238095238,25481.0,4801.8,4.0,39.75,3.436002737850787,"Provide onboarding assistance, product education and early engagement campaigns."
C1255,2,Growing Active Customers,310.44,8.0,3.0,0.0,1816.0,536.9,1.0,70.2,1.9164955509924708,Encourage feature adoption and plan expansion while engagement is strong.
C1256,3,Support-Heavy At-Risk Customers,1978.68,5.0,102.0,5.3,12317.0,2675.6,4.0,40.025000000000006,2.48870636550308,"Prioritize support resolution, proactive outreach and issue-resolution follow-up."
C1257,3,Support-Heavy At-Risk Customers,1858.76,4.0,30.0,3.0,2143.0,519.1,5.0,28.160000000000004,2.8528405201916494,"Prioritize support resolution, proactive outreach and issue-resolution follow-up."
C1258,2,Growing Active Customers,658.68,5.0,12.0,0.6,5646.0,743.7,1.0,26.1,2.5763175906913074,Encourage feature adoption and plan expansion while engagement is strong.
C1259,2,Growing Active Customers,778.44,8.0,65.0,15.333333333333334,2354.0,845.8,1.0,27.6,1.9000684462696784,Encourage feature adoption and plan expansion while engagement is strong.
C1260,1,Low-Engagement New Customers,818.36,6.5,191.0,5.315789473684211,27285.0,5048.2,4.0,47.8,3.2908966461327855,"Provide onboarding assistance, product education and early engagement campaigns."
C1261,3,Support-Heavy At-Risk Customers,1978.68,5.0,57.0,7.75,8191.0,345.2,3.0,31.333333333333332,2.5516769336071183,"Prioritize support resolution, proactive outreach and issue-resolution follow-up."
C1262,2,Growing Active Customers,342.28,10.0,145.0,9.555555555555555,6602.0,2172.45,3.0,38.233333333333334,2.461327857631759,Encourage feature adoption and plan expansion while engagement is strong.
C1263,3,Support-Heavy At-Risk Customers,2338.44,8.0,0.0,0.0,0.0,0.0,1.0,59.4,1.7193702943189597,"Prioritize support resolution, proactive outreach and issue-resolution follow-up."
C1264,2,Growing Active Customers,698.6,6.0,120.0,9.666666666666666,5937.0,1495.0,5.0,29.339999999999996,2.223134839151266,Encourage feature adoption and plan expansion while engagement is strong.
C1265,0,High-Value Highly Engaged,294.52,7.0,63.0,2.2666666666666666,12507.0,3705.8,4.0,45.25,2.924024640657084,"Use proactive account management, loyalty benefits and expansion opportunities."
C1266,1,Low-Engagement New Customers,342.28,10.0,315.0,9.777777777777779,20437.0,4693.3,3.0,44.53333333333333,3.2279260780287475,"Provide onboarding assistance, product education and early engagement campaigns."
C1267,3,Support-Heavy At-Risk Customers,2098.6,6.0,39.0,3.6666666666666665,3648.0,589.0,5.0,38.980000000000004,2.8774811772758384,"Prioritize support resolution, proactive outreach and issue-resolution follow-up."
C1268,1,Low-Engagement New Customers,80.36,9.0,248.0,8.529411764705882,15619.0,5012.1,1.0,16.2,3.0965092402464065,"Provide onboarding assistance, product education and early engagement campaigns."
C1269,2,Growing Active Customers,294.52,7.0,84.0,3.6666666666666665,8242.0,2310.9,4.0,43.075,2.6913073237508556,Encourage feature adoption and plan expansion while engagement is strong.
C1270,2,Growing Active Customers,294.52,7.0,114.0,9.857142857142858,7061.0,1771.6,3.0,30.23333333333333,2.2587268993839835,Encourage feature adoption and plan expansion while engagement is strong.
C1271,2,Growing Active Customers,294.52,7.0,18.0,14.0,5502.0,424.2,1.0,4.1,1.787816563997262,Encourage feature adoption and plan expansion while engagement is strong.
C1272,3,Support-Heavy At-Risk Customers,2218.52,7.0,38.0,1.6666666666666667,10902.0,2523.5,5.0,36.839999999999996,2.4175222450376452,"Prioritize support resolution, proactive outreach and issue-resolution follow-up."
C1273,1,Low-Engagement New Customers,818.36,9.0,175.0,3.772727272727273,33715.0,5628.7,2.0,61.1,3.5044490075290895,"Provide onboarding assistance, product education and early engagement campaigns."
C1274,2,Growing Active Customers,342.28,10.0,31.0,3.0,1180.0,638.4000000000001,2.0,46.55,1.9685147159479808,Encourage feature adoption and plan expansion while engagement is strong.
C1275,3,Support-Heavy At-Risk Customers,1499.0,1.0,139.0,7.0,11043.0,2475.4,2.0,21.65,3.052703627652293,"Prioritize support resolution, proactive outreach and issue-resolution follow-up."
C1276,2,Growing Active Customers,246.76,4.0,55.0,6.2,4277.0,980.6,4.0,4.65,2.2559890485968515,Encourage feature adoption and plan expansion while engagement is strong.
C1277,0,High-Value Highly Engaged,278.6,8.0,89.0,2.1578947368421053,16519.0,3345.1,3.0,55.76666666666667,3.682409308692676,"Use proactive account management, loyalty benefits and expansion opportunities."
C1278,2,Growing Active Customers,72.52,7.0,30.0,1.4545454545454546,7009.0,1913.0,6.0,25.349999999999998,2.6119096509240247,Encourage feature adoption and plan expansion while engagement is strong.
C1279,2,Growing Active Customers,80.36,9.0,29.0,1.7142857142857142,3445.0,1172.6,3.0,22.3,2.2669404517453797,Encourage feature adoption and plan expansion while engagement is strong.
C1280,2,Growing Active Customers,278.6,6.0,160.0,9.333333333333334,11578.0,2001.1,7.0,33.5,2.4695414099931554,Encourage feature adoption and plan expansion while engagement is strong.
C1281,3,Support-Heavy At-Risk Customers,2098.6,6.0,17.0,0.5,6342.0,1384.6,2.0,47.95,2.3572895277207393,"Prioritize support resolution, proactive outreach and issue-resolution follow-up."
C1282,3,Support-Heavy At-Risk Customers,1978.68,5.0,11.0,7.0,333.0,297.4,5.0,51.279999999999994,1.809719370294319,"Prioritize support resolution, proactive outreach and issue-resolution follow-up."
C1283,1,Low-Engagement New Customers,84.28,10.0,109.0,2.2857142857142856,33201.0,5185.6,1.0,44.2,3.479808350444901,"Provide onboarding assistance, product education and early engagement campaigns."
C1284,3,Support-Heavy At-Risk Customers,1978.68,5.0,23.0,16.0,567.0,301.8,3.0,40.96666666666667,1.7440109514031485,"Prioritize support resolution, proactive outreach and issue-resolution follow-up."
C1285,1,Low-Engagement New Customers,778.44,8.0,44.0,0.65,25716.0,5267.7,2.0,61.0,3.353867214236824,"Provide onboarding assistance, product education and early engagement campaigns."
C1286,1,Low-Engagement New Customers,326.36,9.0,108.0,4.266666666666667,15708.0,4471.4,1.0,1.7,2.9130732375085557,"Provide onboarding assistance, product education and early engagement campaigns."
C1287,2,Growing Active Customers,230.84,3.0,35.0,0.6,9304.0,2185.2,4.0,49.175,3.0444900752908968,Encourage feature adoption and plan expansion while engagement is strong.
C1288,3,Support-Heavy At-Risk Customers,1618.92,2.0,65.0,9.25,4303.0,1241.9,1.0,16.5,2.0424366872005475,"Prioritize support resolution, proactive outreach and issue-resolution follow-up."
C1289,1,Low-Engagement New Customers,262.68,5.0,99.0,2.3043478260869565,18126.0,5878.4,2.0,35.85,3.6139630390143735,"Provide onboarding assistance, product education and early engagement campaigns."
C1290,1,Low-Engagement New Customers,2578.28,10.0,429.0,13.15,19734.0,5312.5,4.0,24.025,3.381245722108145,"Provide onboarding assistance, product education and early engagement campaigns."
C1291,2,Growing Active Customers,60.76,4.0,38.0,16.0,1083.0,559.7,4.0,17.35,1.8179329226557153,Encourage feature adoption and plan expansion while engagement is strong.
C1292,0,High-Value Highly Engaged,262.68,5.0,148.0,13.428571428571429,7588.0,1746.3,4.0,49.75,2.297056810403833,"Use proactive account management, loyalty benefits and expansion opportunities."
C1293,2,Growing Active Customers,278.6,6.0,26.0,1.7142857142857142,7099.0,1628.1000000000001,6.0,25.75,2.316221765913758,Encourage feature adoption and plan expansion while engagement is strong.
C1294,2,Growing Active Customers,358.2,11.0,54.0,4.0,5014.0,954.1,4.0,31.5,3.1731690622861053,Encourage feature adoption and plan expansion while engagement is strong.
C1295,2,Growing Active Customers,278.6,6.0,34.0,2.375,10257.0,1979.5,0.0,34.905,2.3901437371663246,Encourage feature adoption and plan expansion while engagement is strong.
C1296,1,Low-Engagement New Customers,658.68,5.0,270.0,7.260869565217392,35849.0,5533.3,4.0,20.3,3.6167008898015056,"Provide onboarding assistance, product education and early engagement campaigns."
C1297,1,Low-Engagement New Customers,698.6,6.0,249.0,8.0625,21600.0,3892.8,5.0,21.32,3.025325119780972,"Provide onboarding assistance, product education and early engagement campaigns."
C1298,1,Low-Engagement New Customers,56.84,3.0,86.0,2.4761904761904763,33580.0,5773.7,4.0,28.75,3.4496919917864477,"Provide onboarding assistance, product education and early engagement campaigns."
C1299,1,Low-Engagement New Customers,374.12,12.0,90.0,2.2941176470588234,15257.0,4051.2,2.0,36.35,3.0910335386721424,"Provide onboarding assistance, product education and early engagement campaigns."
C1300,1,Low-Engagement New Customers,278.6,6.0,380.0,12.052631578947368,34583.0,4866.2,3.0,46.93333333333334,3.268993839835729,"Provide onboarding assistance, product education and early engagement campaigns."
C1301,2,Growing Active Customers,230.84,3.0,11.0,0.4,6813.0,812.3000000000001,2.0,26.4,3.586584531143053,Encourage feature adoption and plan expansion while engagement is strong.
C1302,2,Growing Active Customers,778.44,8.0,77.0,6.25,8309.0,1825.5,3.0,48.800000000000004,2.3682409308692676,Encourage feature adoption and plan expansion while engagement is strong.
C1303,1,Low-Engagement New Customers,72.52,7.0,114.0,3.2941176470588234,25160.0,3767.85,7.0,39.785714285714285,3.1129363449691994,"Provide onboarding assistance, product education and early engagement campaigns."
C1304,1,Low-Engagement New Customers,64.68,5.0,67.0,2.6666666666666665,19245.0,3904.9,4.0,29.3,2.937713894592745,"Provide onboarding assistance, product education and early engagement campaigns."
C1305,2,Growing Active Customers,262.68,7.0,3.0,0.5,1195.0,452.9,5.0,34.04,1.8973305954825461,Encourage feature adoption and plan expansion while engagement is strong.
C1306,2,Growing Active Customers,72.52,7.0,58.0,3.5714285714285716,1996.0,1826.45,3.0,53.53333333333334,2.2532511978097194,Encourage feature adoption and plan expansion while engagement is strong.
C1307,1,Low-Engagement New Customers,278.6,6.0,318.0,12.9375,23183.0,3595.7,4.0,20.65,3.060917180013689,"Provide onboarding assistance, product education and early engagement campaigns."
C1308,3,Support-Heavy At-Risk Customers,2458.36,9.0,20.0,1.5,8021.0,1899.9,1.0,60.55,2.1683778234086244,"Prioritize support resolution, proactive outreach and issue-resolution follow-up."
C1309,1,Low-Engagement New Customers,80.36,9.0,183.0,4.6521739130434785,29738.0,6219.4,3.0,25.96666666666667,3.6331279945242985,"Provide onboarding assistance, product education and early engagement campaigns."
C1310,0,High-Value Highly Engaged,778.44,8.0,45.0,4.0,13369.0,1260.3,3.0,46.133333333333326,2.083504449007529,"Use proactive account management, loyalty benefits and expansion opportunities."
C1311,2,Growing Active Customers,64.68,5.0,9.0,0.75,3374.0,688.5,1.0,32.0,2.5023956194387407,Encourage feature adoption and plan expansion while engagement is strong.
