CustomerID,CompanyName,Industry,Country,City,EmployeeCount,SignupDate,AcquisitionChannel
C1312,Saanvi Bose Labs,Logistics,Singapore,Singapore,150.0,2023-12-05,Outbound
C1313,Krishna Joshi Solutions,Manufacturing,Uk,Manchester,80.0,2023-06-30,Partner
C1314,Isha Joshi Industries,Healthcare,Uk,London,150.0,2023-01-05,Paid Ads
C1315,Arjun Das Solutions,Manufacturing,India,Pune,35.0,2024-07-13,Organic Search
C1316,Deepak Reddy Group,Education,India,Pune,80.0,2023-08-28,Events
C1317,Divya Patel Systems,Retail,India,Mumbai,80.0,2024-08-17,Outbound
C1318,Vihaan Sharma Labs,Media,India,Mumbai,35.0,2023-09-28,Paid Ads
C1319,Divya Bose Group,Finance,India,Delhi,35.0,2024-08-05,Organic Search
C1320,Vihaan Nair Labs,Retail,India,Pune,1200.0,2024-05-16,Paid Ads
C1321,Nikita Sharma Group,Logistics,Uk,London,1200.0,2024-08-03,Paid Ads
C1322,Arjun Khan Systems,Finance,India,Hyderabad,400.0,2023-09-12,Events
C1323,Pooja Verma Labs,Manufacturing,Singapore,Singapore,12.0,2023-10-30,Paid Ads
C1324,Karthik Reddy Technologies,Media,India,Bengaluru,400.0,2023-02-10,Referral
C1325,Ishaan Reddy Group,Healthcare,Uk,London,3000.0,2023-05-09,Paid Ads
C1326,Naveen Sharma Labs,Manufacturing,Uk,Manchester,80.0,2023-03-26,Organic Search
C1327,Nikita Menon Group,Media,India,Chennai,1200.0,2023-01-09,Organic Search
C1328,Karthik Nair Labs,Media,Usa,Austin,12.0,2023-05-26,Paid Ads
C1329,Kavya Das Group,Finance,India,Mumbai,400.0,2024-06-11,Referral
C1330,Ananya Sharma Group,Finance,Usa,Austin,12.0,2023-05-14,Outbound
C1331,Krishna Bose Industries,Finance,Uae,Abu Dhabi,150.0,2023-08-24,Events
C1332,Diya Singh Labs,Finance,India,Chennai,35.0,2024-11-11,Events
C1333,Aditya Nair Systems,Healthcare,Uk,London,12.0,2023-05-18,Referral
C1334,Sai Menon Group,Manufacturing,India,Hyderabad,12.0,2025-01-02,Partner
C1335,Karthik Rao Systems,Logistics,India,Chennai,1200.0,2023-08-16,Organic Search
C1336,Sai Reddy Industries,Education,Uae,Abu Dhabi,150.0,2023-06-03,Partner
C1337,Rohan Patel Systems,Finance,Usa,Seattle,400.0,2024-01-16,Organic Search
C1338,Aadhya Singh Systems,Manufacturing,Usa,Austin,150.0,2023-04-20,Referral
C1339,Nikita Iyer Group,Education,Uae,Abu Dhabi,80.0,2023-02-23,Partner
C1340,Zoya Joshi Technologies,Healthcare,India,Mumbai,400.0,2024-03-06,Referral
C1341,Isha Singh Group,Healthcare,India,Delhi,150.0,2023-03-06,Paid Ads
C1342,Divya Joshi Systems,Healthcare,India,Pune,12.0,2023-05-29,Referral
C1343,Isha Iyer Technologies,Manufacturing,Usa,Boston,80.0,2024-12-12,Referral
C1344,Naveen Verma Technologies,Finance,India,Pune,400.0,2023-08-31,Paid Ads
C1345,Rahul Gupta Group,Retail,Uae,Abu Dhabi,150.0,2024-02-03,Paid Ads
C1346,Krishna Sharma Group,Retail,Uae,Abu Dhabi,1200.0,2024-10-09,Partner
C1347,Deepak Khan Solutions,Manufacturing,India,Hyderabad,80.0,2023-11-03,Referral
C1348,Aditya Menon Labs,Healthcare,Usa,Boston,12.0,2023-11-16,Referral
C1349,Krishna Joshi Systems,Finance,India,Chennai,80.0,2024-02-20,Referral
C1350,Deepak Gupta Labs,Education,India,Hyderabad,400.0,2023-07-28,Referral
C1351,Priya Gupta Systems,Retail,India,Pune,150.0,2023-04-17,Partner
C1352,Aditya Patel Industries,Manufacturing,India,Hyderabad,1200.0,2024-03-14,Organic Search
C1353,Farhan Gupta Labs,Retail,Uae,Abu Dhabi,400.0,2025-01-05,Referral
C1354,Vivaan Reddy Group,Retail,India,Delhi,35.0,2023-01-07,Referral
C1355,Nikita Reddy Technologies,Finance,Uk,Manchester,400.0,2024-10-08,Paid Ads
C1356,Divya Joshi Industries,Retail,India,Pune,35.0,2024-02-20,Paid Ads
C1357,Saanvi Menon Labs,Media,India,Mumbai,400.0,2023-01-20,Referral
C1358,Diya Das Systems,Logistics,India,Pune,3000.0,2023-07-20,Paid Ads
C1359,Aman Rao Group,Finance,India,Chennai,400.0,2025-01-24,Outbound
C1360,Deepak Gupta Group,Education,India,Pune,12.0,2024-08-04,Referral
C1361,Meera Khan Systems,Retail,Usa,Boston,35.0,2024-10-27,Partner
C1362,Aditya Patel Solutions,Education,India,Mumbai,12.0,2023-03-31,Outbound
C1363,Pooja Gupta Group,Logistics,India,Pune,35.0,2024-08-10,Events
C1364,Aarav Bose Labs,Manufacturing,India,Delhi,150.0,2023-12-01,Paid Ads
C1365,Diya Joshi Industries,Finance,India,Hyderabad,35.0,2024-06-26,Events
C1366,Kavya Verma Labs,Education,India,Chennai,35.0,2024-06-05,Partner
C1367,Kiara Gupta Industries,Logistics,India,Delhi,400.0,2024-11-01,Paid Ads
C1368,Priya Singh Solutions,Healthcare,India,Chennai,12.0,2024-09-09,Organic Search
C1369,Meera Reddy Industries,Retail,Usa,Seattle,80.0,2024-11-29,Referral
C1370,Arun Joshi Group,Logistics,India,Pune,12.0,2023-11-03,Paid Ads
C1371,Nikita Singh Technologies,Finance,India,Pune,400.0,2023-10-08,Organic Search
C1372,Isha Joshi Group,Retail,India,Hyderabad,150.0,2024-07-15,Outbound
C1373,Naveen Patel Group,Logistics,India,Pune,400.0,2023-09-20,Referral
C1374,Ananya Joshi Industries,Finance,Usa,Seattle,80.0,2023-12-11,Events
C1375,Tara Bose Group,Healthcare,Singapore,Singapore,3000.0,2023-03-30,Paid Ads
C1376,Vivaan Khan Systems,Media,India,Delhi,400.0,2023-06-29,Partner
C1377,Zoya Bose Technologies,Logistics,Singapore,Singapore,35.0,2024-07-09,Organic Search
C1378,Sneha Reddy Solutions,Logistics,India,Bengaluru,80.0,2023-11-27,Outbound
C1379,Pooja Rao Labs,Media,Uk,Manchester,1200.0,2024-02-09,Referral
C1380,Ishaan Reddy Labs,Media,Singapore,Singapore,80.0,2024-06-11,Partner
C1381,Diya Nair Systems,Media,Usa,Seattle,150.0,2023-05-27,Paid Ads
C1382,Sai Singh Systems,Logistics,India,Pune,400.0,2024-09-25,Outbound
C1383,Myra Patel Solutions,Logistics,Usa,Boston,12.0,2024-08-04,Partner
C1384,Arjun Joshi Technologies,Finance,India,Pune,1200.0,2024-08-26,Organic Search
C1385,Vihaan Das Group,Logistics,India,Hyderabad,12.0,2024-11-14,Paid Ads
C1386,Naveen Singh Technologies,Media,Usa,Seattle,12.0,2023-01-21,Referral
C1387,Arun Nair Solutions,Finance,India,Chennai,35.0,2024-03-20,Outbound
C1388,Sai Bose Group,Retail,India,Mumbai,400.0,2023-06-08,Paid Ads
C1389,Meera Sharma Industries,Education,Uae,Dubai,400.0,2024-01-01,Outbound
C1390,Rahul Reddy Labs,Retail,Uk,London,150.0,2024-03-01,Outbound
C1391,Nikita Verma Industries,Logistics,India,Chennai,12.0,2023-11-11,Paid Ads
C1392,Ananya Rao Industries,Media,Uae,Dubai,400.0,2023-04-08,Outbound
C1393,Sneha Bose Technologies,Manufacturing,Uae,Dubai,35.0,2023-10-06,Outbound
C1394,Sai Menon Group,Retail,Singapore,Singapore,12.0,2023-05-07,Partner
C1395,Deepak Patel Labs,Education,Singapore,Singapore,12.0,2024-11-05,Paid Ads
C1396,Sai Joshi Systems,Finance,India,Bengaluru,80.0,2023-12-18,Events
C1397,Divya Reddy Group,Logistics,Uae,Dubai,80.0,2024-12-20,Paid Ads
C1398,Zoya Rao Group,Healthcare,Usa,Boston,3000.0,2024-01-21,Events
C1399,Aman Patel Technologies,Healthcare,Usa,Boston,80.0,2024-03-29,Paid Ads
C1400,Arjun Bose Solutions,Education,India,Delhi,80.0,2024-10-18,Events
C1401,Naveen Gupta Solutions,Finance,India,Bengaluru,80.0,2024-03-15,Events
C1402,Rohan Reddy Industries,Manufacturing,India,Chennai,35.0,2024-12-03,Partner
C1403,Sai Khan Labs,Media,India,Chennai,35.0,2024-08-15,Organic Search
C1404,Rahul Nair Labs,Logistics,India,Mumbai,35.0,2024-03-08,Partner
C1405,Deepak Gupta Labs,Retail,India,Chennai,35.0,2024-04-08,Outbound
C1406,Vihaan Joshi Group,Education,Uk,London,35.0,2024-04-19,Organic Search
C1407,Meera Gupta Labs,Logistics,India,Hyderabad,80.0,2024-10-23,Partner
C1408,Aarav Reddy Labs,Finance,India,Delhi,12.0,2023-10-21,Events
C1409,Saanvi Iyer Industries,Unknown,Usa,Boston,80.0,2023-05-22,Organic Search
C1410,Isha Khan Technologies,Media,India,Hyderabad,12.0,2024-03-18,Organic Search
C1411,Saanvi Verma Technologies,Education,India,Chennai,150.0,2025-01-07,Organic Search
C1412,Farhan Verma Solutions,Manufacturing,India,Delhi,1200.0,2024-05-15,Referral
C1413,Kiara Joshi Solutions,Finance,India,Bengaluru,80.0,2023-09-11,Organic Search
C1414,Zoya Joshi Solutions,Education,Uk,Manchester,150.0,2023-12-30,Referral
C1415,Sneha Rao Group,Retail,Singapore,Singapore,12.0,2024-02-12,Events
C1416,Sneha Sharma Systems,Healthcare,Usa,Austin,400.0,2023-01-04,Partner
C1417,Naveen Patel Technologies,Healthcare,India,Chennai,80.0,2023-04-07,Events
C1418,Naveen Patel Technologies,Manufacturing,India,Delhi,80.0,2023-12-17,Partner
C1419,Diya Nair Industries,Manufacturing,Uk,London,150.0,2024-11-29,Organic Search
C1420,Arun Gupta Technologies,Healthcare,Usa,Seattle,3000.0,2023-03-07,Organic Search
